the science of sherlock holmes: from baskerville hall to the valley of fear  the real forensics behind the great detective's greatest cases;e.j. wagner
sherlock holmes: a baker street dozen;arthur conan doyle/john gielgud/ralph richardson/orson welles
sherlock holmes: the unauthorized biography;nick rennison
murder by moonlight & other mysteries (new adventures of sherlock holmes 19-24);not a book
the mysteries of sherlock holmes;arthur conan doyle/paul bachem
the complete adventures and memoirs of sherlock holmes;arthur conan doyle
the unfortunate tobacconist & other mysteries (sherlock holmes 1-6);not a book
personal finance for dummies;eric tyson
personal finance for dummies;eric tyson/rich tennant
catching alice;clare naylor
the dream giver;bruce h. wilkinson/david kopp/heather harpham kopp
the giver (the giver  #1);lois lowry
the wish giver: three tales of coven tree;bill brittain/andrew glass
indian givers: how the indians of the americas transformed the world;jack weatherford
the last life;claire messud
the hunters;claire messud
when the world was steady;claire messud
the sea;john banville
the sea;john banville
the book of evidence (the freddie montgomery trilogy #1);john banville
athena (the freddie montgomery trilogy #3);john banville
doctor copernicus  (the revolutions trilogy #1);john banville
shroud (the cleave trilogy #2);john banville
ghosts;john banville
on beauty;zadie smith
a great and terrible beauty (gemma doyle #1);libba bray
the black book of hollywood beauty secrets;kym douglas/cindy pearlman
black beauty;anna sewell
truth and beauty;ann patchett
the life of graham greene  vol. 1: 1904-1939;norman sherry
complete short stories;graham greene/pico iyer
the power and the glory;graham greene/john updike
the heart of the matter;graham greene
orient express;graham greene/christopher hitchens
journey without maps;graham greene/paul theroux
the quiet american;graham greene/robert  stone
collected short stories;graham greene
the third man & the fallen idol;graham greene
the tenth man;graham greene
the autograph man;zadie smith
white teeth;zadie smith
stranger than fiction;chuck palahniuk
great short works of herman melville;herman melville/warner berthoff
selected poems of herman melville;herman melville/robert penn warren
redburn / white-jacket / moby-dick;herman melville/g. thomas tanselle
pierre / israel potter / the piazza tales / the confidence-man / uncollected prose / billy budd;herman melville/harrison hayford
redburn;herman melville/harold beaver
typee / omoo / mardi;herman melville/g. thomas tanselle
harriet spies again (harriet the spy adventures  #1);helen ericson
harriet the spy  double agent (harriet the spy adventures);maya gold
moonraker (james bond  #3);ian fleming
moonraker's bride;madeleine brent
dr no / moonraker / thunderball / from russia with love / on her majesty's secret service / goldfinger;ian fleming
casino royale (james bond  #1);ian fleming
goldfinger (james bond  #7);ian fleming
on her majesty's secret service (james bond  #11);ian fleming
octopussy & the living daylights (james bond  #14);ian fleming
book of sketches;jack kerouac/george condo
the dharma bums;jack kerouac
book of haikus;jack kerouac
the subterraneans;jack kerouac
ballet shoes;noel streatfeild
theater shoes (shoes  #4);noel streatfeild/diane goode
movie shoes (shoes  #6);noel streatfeild
party shoes (shoes  #5);noel streatfeild
thursday's child (margaret thursday  #1);noel streatfeild
miss happiness and miss flower;rumer godden/gary blythe
the river;rumer godden
the dolls' house;rumer godden/christian birmingham
china court: the hours of a country house;rumer godden
rumer godden;anne chisholm
the corrections;jonathan franzen
creative correction: extraordinary ideas for everyday discipline;lisa whelchel/stormie omartian
original sin (adam dalgliesh #9);p.d. james
original sin: illuminating the riddle;henri blocher
an original sin;nina bangs
aliens: original sin;michael jan friedman
death in holy orders (adam dalgliesh  #11);p.d. james/christa seibicke
the lighthouse (adam dalgliesh #13);p.d. james
unnatural causes (adam dalgliesh #3);p.d. james
death of an expert witness (adam dalgliesh #6);p.d. james
a mind to murder (adam dalgliesh  #2);p.d. james
a taste for death (adam dalgliesh  #7);p.d. james
time to be in earnest: a fragment of autobiography;p.d. james
cover her face (adam dalgliesh #1);p.d. james
the black tower (adam dalgliesh #5);p.d. james
innocent blood;p.d. james
don quixote;miguel de cervantes saavedra/edith grossman/harold bloom
don quixote;miguel de cervantes saavedra/john rutherford/roberto gonzã¡lez echevarrã­a
don quixote;miguel de cervantes saavedra/walter starkie
don quixote;miguel de cervantes saavedra/tobias smollett/carlos fuentes
lectures on don quixote;vladimir nabokov/fredson bowers/guy davenport/miguel de cervantes saavedra/samuel putnam
cliffs notes on cervantes' don quixote;marianne sturman
desert heat (joanna brady  #1);j.a. jance
kentucky heat;fern michaels
heat wave: a social autopsy of disaster in chicago;eric klinenberg
texas heat (texas  #2);fern michaels
primal heat (includes: breeds  #8.5;ruth prawer jhabvala
holy cow: an indian adventure;sarah macdonald
holy cows and hog heaven: the food buyer's guide to farm friendly food;joel salatin/michael pollan
the history of love;nicole krauss
a brief history of time;stephen hawking
a short history of nearly everything;bill bryson
the politically incorrect guide to american history;thomas e. woods jr.
a history of the world in 6 glasses;tom standage
a history of god: the 4 000-year quest of judaism  christianity  and islam;karen armstrong
the sun also rises;ernest hemingway/william hurt
the bon appetit cookbook;barbara fairchild
the barefoot contessa cookbook;ina garten/melanie acevedo
into a paris quartier: reine margot's chapel and other haunts of st. germain;diane johnson
sylvia;leonard michaels/diane johnson
the life of dashiell hammett;diane johnson
divorcio a la francesa: le divorce;diane johnson/carlos milla soler/roberto fernandez sastre
london is the best city in america;laura dave
hyperion (los cantos de hyperion  #1);dan simmons/carlos alberto gardini
the fall of hyperion (hyperion cantos  #2);dan simmons
supreme power: hyperion;j. michael straczynski/dan jurgens
die hyperion-gesã¤nge;dan simmons/joachim kã¶rber
la chute d'hypã©rion ii;dan simmons/guy abadia
endymion;dan simmons/guy abadia
olympos (ilium  #2);dan simmons
ilium (ilium  #1);dan simmons
the terror;dan simmons
worlds enough & time: five tales of speculative fiction;dan simmons
hard freeze (joe kurtz  #2);dan simmons
endymion (hyperion cantos  #3);dan simmons
a winter haunting (seasons of horror  #2);dan simmons
the amazing adventures of kavalier & clay;michael chabon
the amazing adventures of the escapist: volume 1;michael chabon/glen david gold/bill sienkiewicz/howard chaykin/gene colan/steve lieber/eric wight/kevin  mccarthy
the great house of god;max lucado
the valkyries;paulo coelho/alan r. clarke
the devil and miss prym (on the seventh day  #3);paulo coelho/amanda hopkinson/nick caistor
nine stories;j.d. salinger
the sun rises: and other questions about time and seasons;brenda walpole
american psycho;bret easton ellis
lunar park;bret easton ellis
the burden of proof (kindle county legal thriller #2);scott turow
godless;pete hautman
that godless court?: supreme court decisions on church-state relationships;ronald b. flowers
soul mates: honouring the mysteries of love and relationship;thomas  moore
soul mates & twin flames: the spiritual dimension of love & relationships (pocket guide to practical spirituality);elizabeth clare prophet
hot chocolate for the mystical lover: 101 true stories of soul mates brought together by divine intervention;arielle ford/deepak chopra
man's search for meaning;viktor e. frankl/harold s. kushner/william j. winslade/isle lasch
man's search for meaning;viktor e. frankl/gordon w. allport/ilse lasch
in search of memory: the emergence of a new science of mind;eric r. kandel
search engine optimization for dummies;peter kent
the pragmatic programmer: from journeyman to master;andy hunt/dave thomas
behind closed doors: secrets of great management;johanna rothman/esther derby
blink: the power of thinking without thinking;malcolm gladwell
blink 182;anne hoppus
i blink: and other questions about my body;brigid avison
the great good thing (the sylvie cycle  #1);roderick townley
the great good place: cafes  coffee shops  bookstores  bars  hair salons  and other hangouts at the heart of a community;ray oldenburg
built to last: successful habits of visionary companies;james c. collins/jerry i. porras
i like you: hospitality under the influence;amy sedaris
children playing before a statue of hercules;david sedaris
bringing down the house;ben mezrich
read for your life: 11 ways to better yourself through books;pat williams/peggy matthews rose
the hip-hop church: connecting with the movement shaping our culture;efrem smith/phil   jackson
the final season: fathers  sons  and one last season in a classic american ballpark;tom stanton
the cold six thousand (underworld usa #2);james ellroy
white teeth;zadie smith
white teeth;zadie smith
white teeth;zadie smith
schiffbruch mit zuschauer. paradigma einer daseinsmetapher;hans blumenberg
the guide to dan brown's the solomon key;greg  taylor
the da vinci code (robert langdon  #2);dan brown
angels & demons (robert langdon  #1);dan brown
the illuminati;larry burkett
the illuminati papers;robert anton wilson
the da vinci code;dan brown
the da vinci code (robert langdon  #2);dan brown/paul michael
el cã³digo da vinci (robert langdon  #2);dan brown/juanjo estrella
truth and fiction in the da vinci code: a historian reveals what we really know about jesus  mary magdalene & constantine;bart d. ehrman
harry potter and the prisoner of azkaban (harry potter  #3);j.k. rowling
housekeeping vs. the dirt;nick hornby/sarah vowell/jess walter/jennie erdal/joshua ferris
the polysyllabic spree;nick hornby
songbook;nick hornby
my favorite year: a collection of football writing;nick hornby/d.j. taylor/huw richards/chris pierson/roddy doyle/harry ritchie/harry pearson/olly wicken/graham brack/matt nation/ed horton/don  watson
fever pitch;nick hornby
high fidelity;nick hornby
about a boy;nick hornby
the complete polysyllabic spree;nick hornby
medicus (gaius petreius ruso  #1);ruth downie
middlesex borough (images of america: new jersey);middlesex borough heritage committee
david foster wallace's infinite jest: a reader's guide;stephen j. burn
scar tissue;anthony kiedis
monsieur ibrahim et les fleurs du coran;ãric-emmanuel schmitt
zaat;sonallah ibrahim/øµùø¹ ø§ùùù ø¥ø¨ø±ø§ùùù/anthony calderbank
dreamland;sarah dessen
end game (dreamland  #8);dale brown/jim defelice
h. p. lovecraft's dreamlands (call of cthulhu rpg);chris  williams/sandy petersen
dreamland (dreamland  #1);dale brown/jim defelice
satan's tail (dreamland  #7);dale brown/jim defelice
the zanzibar chest;aidan hartley
dispatches from the edge: a memoir of war  disasters  and survival;anderson cooper
dispatches;michael herr
dispatch;bentley little
dispatches from the tenth circle: the best of the onion;robert d. siegel/todd hanson/carol kolb/the onion
hello! is that grandma?;ian whybrow/deborah allwright
how much is that guinea pig in the window?;joanne rocklin/meredith johnson
my war gone by  i miss it so;anthony loyd
night draws near: iraq's people in the shadow of america's war;anthony shadid
maximum city: bombay lost and found;suketu mehta
catfish and mandala: a two-wheeled voyage through the landscape and memory of vietnam;andrew x. pham
when broken glass floats: growing up under the khmer rouge;chanrithy him
first they killed my father: a daughter of cambodia remembers;loung ung
fahrenheit 451;ray bradbury/christopher hurt
los funerales de la mamã¡ grande;gabriel garcã­a mã¡rquez
collected novellas;gabriel garcã­a mã¡rquez/gregory rabassa/j.s. bernstein
the grapes of wrath;john steinbeck/robert demott/mick wiggins
cliffsnotes on steinbeck's the grapes of wrath;kelly mcgrath vlcek/cliffsnotes/john steinbeck
the grapes of wrath;john steinbeck
american gods;neil gaiman
american gospel: god  the founding fathers  and the making of a nation;jon meacham
american gods (american gods  #1);neil gaiman
east of eden;john steinbeck
eden in the east: the drowned continent of southeast asia;stephen oppenheimer
east of eden;john steinbeck
who was john f. kennedy?;yona zeldis mcdonough/nancy harrison/jill weber
the radical right & the murder of john f. kennedy: stunning evidence in the assassination of the president;harrison edward livingstone
an unfinished life: john f. kennedy  1917-1963;robert dallek
sellevision;augusten burroughs
dry;augusten burroughs
running with scissors;augusten burroughs
people of the lie: the hope for healing human evil;m. scott peck
the road less traveled: a new psychology of love  traditional values  and spiritual growth;m. scott peck
the adventures of sherlock holmes;arthur conan doyle
a prayer for owen meany;john irving
complications: a surgeon's notes on an imperfect science;atul gawande/susanne kuhlmann-krieg
sad underwear and other complications: more poems for children and their parents;judith viorst/richard  hull
bridget jones: the edge of reason (bridget jones #2);helen fielding
bridget jones's guide to life;helen fielding
las luces de septiembre (niebla  #3);carlos ruiz zafã³n
a framework for understanding poverty;ruby k. payne
el prã­ncipe de la niebla (trilogã­a de la niebla  #1);carlos ruiz zafã³n
the shadow of the wind;carlos ruiz zafã³n/lucia graves
ruby for rails: ruby techniques for rails developers;david a. black/david heinemeier hansson
about the b'nai bagels;e.l. konigsburg
the far side of evil;sylvia engdahl
enchantress from the stars;sylvia engdahl/lois lowry
everything is illuminated;jonathan safran foer
everything is illuminated;jonathan safran foer
extremely loud and incredibly close;jonathan safran foer
genome: the autobiography of a species in 23 chapters;matt ridley
bioinformatics: sequence and genome analysis;david w. mount
the genome war: how craig venter tried to capture the code of life and save the world;james shreeve
carter beats the devil;glen david gold
moo  baa  la la la!;sandra boynton
click  clack  moo: cows that type;doreen cronin/betsy lewin
dooby dooby moo;doreen cronin/betsy lewin
moo;jane smiley
sailor moo: cow at sea;lisa wheeler/ponder goembel
cliffsnotes on heller's catch-22;charles a. peek/cliffsnotes/joseph heller
catch-22;joseph heller
geisha;liza dalby
does anything eat wasps?: and 101 other unsettling  witty answers to questions you never thought you wanted to ask;new scientist/mick o'hare
chronik eines angekã¼ndigten todes;gabriel garcã­a mã¡rquez/curt meyer-clason
the complete short stories of ernest hemingway;ernest hemingway/john hemingway/patrick hemingway/gregory h. hemingway/charles scribner jr.
hemingway & bailey's bartending guide to great american writers;mark bailey/edward hemingway
for whom the bell tolls;ernest hemingway
a moveable feast;ernest hemingway
islands in the stream;ernest hemingway
berlin blues;sven regener/john brownjohn
the short stories;ernest hemingway
hemingway's cats: an illustrated biography;carlene fredericka brennen/hilary hemingway
the ernest hemingway audio collection;ernest hemingway/charlton heston
until i find you;john irving
the imaginary girlfriend;john irving
the fourth hand;john irving
the water-method man;john irving
setting free the bears;john irving
the 158-pound marriage;john irving
the short stories;f. scott fitzgerald/matthew j. bruccoli
a life in letters;f. scott fitzgerald/matthew j. bruccoli
on authorship;f. scott fitzgerald/matthew j. bruccoli/judith s. baughman
the st. paul stories of f. scott fitzgerald;f. scott fitzgerald/dave page/patricia hampl
tender is the night;f. scott fitzgerald/arnold goldman/richard godden
the great gatsby;kathleen parkinson/f. scott fitzgerald
the great gatsby;f. scott fitzgerald/tim robbins
the great gatsby;f. scott fitzgerald/alexander scourby
cliffs notes on fitzgerald's the great gatsby;kate maurer/f. scott fitzgerald/cliffsnotes
the great gatsby;f. scott fitzgerald
limitations (kindle county legal thriller #7);scott turow
reversible errors (kindle county legal thriller #6);scott turow
the laws of our fathers (kindle county legal thriller #4);scott turow
personal injuries (kindle county legal thriller #5);scott turow
one l: the turbulent true story of a first year at harvard law school;scott turow
ultimate punishment;scott turow
the physician (cole family trilogy  #1);noah gordon
matters of choice (cole family trilogy  #3);noah gordon/mirjana cvekiä/ljiljana cvekiä
the rabbi;noah gordon
the last jew;noah gordon/mirjana cvekiä/ljiljana cvekiä
the frequencies;noah eli gordon
chamã¡n (familia cole  #2);noah gordon/elsa mateo
the talking horse and the sad girl and the village under the sea: poems;mark haddon
ocean star express;mark haddon/peter   sutton
the damned and the beautiful: american youth in the 1920's;paula s. fass
this side of paradise (paradise  #1);steven l. layne
trimalchio;f. scott fitzgerald/james l.w. west iii
souvenir of canada 2;douglas coupland
souvenir of canada;douglas coupland
the illustrated art of war;sun tzu/samuel b. griffith
world war 3 illustrated: confrontational comics;scott   cunningham/peter kuper/seth tobocman/sabrina jones
master index: an illustrated guide;time-life books
a new hope: the illustrated screenplay (star wars  episode iv);george lucas
soul of the sword: an illustrated history of weaponry and warfare from prehistory to the present;robert l. o'connell/john    batchelor
star wars episode 1: the phantom menace illustrated screenplay;george lucas
warfare in the classical world: an illustrated encyclopedia of weapons  warriors  and warfare in the ancient civilizations of greece and rome;john warry/phillip de ste. croix
the winter of our discontent;john steinbeck/susan shillinglaw
cannery row;john steinbeck
the grapes of wrath and other writings 1936â1941: the long valley / the grapes of wrath / the log from the sea of cortez / the harvest gypsies;john steinbeck/elaine steinbeck/robert demott
tortilla flat;john steinbeck
the log from the sea of cortez;john steinbeck/richard astro
the illustrated longitude: the true story of a lone genius who solved the greatest scientific problem of his time;dava sobel/william j.h. andrewes/william j. h. andrewes
longitude: the true story of a lone genius who solved the greatest scientific problem of his time;dava sobel/neil armstrong
latitude and longitude (rookie read-about geography);rebecca aberg/jeanne clidas
the quest for longitude: the proceedings of the longitude symposium  harvard university  cambridge  massachusetts  november 4-6  1993;william andrewes
1421: the year china discovered america;gavin menzies
dr. desirable;kristi gold
mayflower: a story of courage  community  and war;nathaniel philbrick
before the mayflower: a history of black america;lerone bennett jr.
before the mayflower a history of black america;lerone bennett jr.
shalimar the clown;salman rushdie
midnight's children;salman rushdie
haroun and the sea of stories (khalifa brothers  #1);salman rushdie/paul birkbeck
fury;salman rushdie
code complete;steve mcconnell
dale carnegie's lifetime plan for success: how to win friends and influence people & how to stop worrying and start living;dale carnegie
how to stop worrying and start living;dale carnegie
how to enjoy your life and your job;dale carnegie/dorothy carnegie
the leader in you: how to win friends  influence people and succeed in a changing world;dale carnegie/stuart r. levine/michael a. crom
the drama of the gifted child: the search for the true self;alice   miller/ruth ward
the drama of the gifted child: the search for the true self;alice   miller
who moved my cheese?;spencer johnson/kenneth h. blanchard
blue ocean strategy: how to create uncontested market space and make the competition irrelevant;w. chan kim/renã©e mauborgne
heart of darkness;joseph conrad
heart of darkness and other tales;joseph conrad/cedric watts
heart of darkness;joseph conrad
teacher man (frank mccourt  #3);frank mccourt
angela's ashes;frank mccourt
three men in a boat (three men  #1);jerome k. jerome
three men in a boat: to say nothing of the dog;jerome k. jerome
three men in a boat: to say nothing of the dog;jerome k. jerome
three men in a boat;jerome k. jerome
three men in a boat and three men on the bummel;jerome k. jerome/jeremy lewis
kafka on the shore;haruki murakami/philip gabriel
the brothers karamazov;fyodor dostoyevsky/constance garnett/manuel komroff/john bayley
the brothers karamazov;fyodor dostoyevsky/fyodor dostoevsky/richard pevear/larissa volokhonsky
the brothers karamazov;fyodor dostoyevsky/david mcduff
the brothers karamazov;fyodor dostoyevsky/richard pevear/larissa volokhonsky
the brothers karamazov;fyodor dostoyevsky/simon vance/thomas r. beyer jr.
the brothers karamazov;fyodor dostoyevsky/constance garnett/maire jaanus
cliffsnotes on dostoevsky's the brothers karamazov;james lamar roberts/gary carey
hungry planet;peter menzel/faith d'aluisio
the very hungry caterpillar;eric carle
the little mouse  the red ripe strawberry and the big hungry bear;don    wood
one hundred hungry ants;elinor j. pinczes/bonnie mackain
the hungry tide;amitav ghosh
feeding the hungry heart: the experience of compulsive eating;geneen roth
what is the what;dave eggers
a heartbreaking work of staggering genius;dave eggers
you shall know our velocity!;dave eggers
how we are hungry;dave eggers
how we are hungry: stories;dave eggers
merry christmas  stinky face;lisa mccourt/cyd moore
love you until--;lisa mccourt/cyd moore
year of wonders;geraldine brooks
the wonder years: helping your baby and young child successfully negotiate the major developmental milestones;tanya remer altmann/american academy of pediatrics
wolves of the calla (the dark tower  #5);stephen king/bernie wrightson
a man without a country;kurt vonnegut jr./daniel simon
slaughterhouse-five;kurt vonnegut jr.
kurt vonnegut's cat's cradle (modern critical interpretations);harold bloom
jailbird;kurt vonnegut jr.
fates worse than death;kurt vonnegut jr.
the red tent;anita diamant
inside the red tent;sandra hack polaski
anita diamant's the red tent: a reader's guide;ann finding
la jeune fille ã  la perle;tracy chevalier/marie-odile fortier-masek
iron kingdom: the rise and downfall of prussia  1600â1947;christopher   clark
downfall (dragonlance: dhamon saga  #1);jean rabe
berlin: the downfall  1945;antony beevor
el azul de la virgen;tracy chevalier
saturday;ian mcewan
i love saturdays y domingos;alma flor ada/elivia savadier
a dangerous fortune;ken follett
the man from st. petersburg;ken follett
night over water;ken follett
the truth about the drug companies: how they deceive us and what to do about it;marcia angell
la verdad acerca de las industrias farmacã©uticas: cã³mo nos engaã±a y quã© hacer al respecto;marcia angell
jackdaws;ken follett
whiteout;ken follett/david tennant
jackdaws;ken follett
battle angel alita - last order : angel's vision  vol. 08;yukito kishiro
battle angel alita - last order : guilty angel  vol. 07;yukito kishiro
gunnm last order  tome 01;yukito kishiro
your inner physician and you: craniosacral therapy and somatoemotional release;john e. upledger
my life in france;julia child/alex prud'homme
a short history of nearly everything (illustrated edition);bill bryson
the drawing of the three (the dark tower  #2);stephen king
the handmaid's tale;margaret atwood/valerie martin
the handmaid's tale;margaret atwood
the catcher in the rye;j.d. salinger
the catcher in the rye - barron's book notes;barron's
franny and zooey;j.d. salinger
raise high the roof beam  carpenters & seymour: an introduction;j.d. salinger
the doors of perception & heaven and hell;aldous huxley
brave new world;aldous huxley
island;aldous huxley
the perennial philosophy;aldous huxley
huxley and god: essays on religious experience;aldous huxley/huston smith/jacqueline hazard bridgeman
moksha: writings on psychedelics & the visionary experience;aldous huxley/michael horowitz/cynthia palmer
point counter point;aldous huxley
after many a summer dies the swan;aldous huxley
the flame trees of thika: memories of an african childhood;elspeth huxley
the devil wears prada (the devil wears prada  #1);lauren weisberger
arundhati roy's the god of small things: a reader's guide;julie mullaney
a separate peace;john knowles/david levithan
black and blue;anna quindlen
a virtuous woman;kaye gibbons
here on earth;alice hoffman
the heart of a woman;maya angelou
the deep end of the ocean (cappadora family  #1);jacquelyn mitchard
cane river;lalita tademy
where the heart is;billie letts
oprah winfrey;katherine e. krohn
drowning ruth;christina schwarz
fall on your knees;ann-marie macdonald
what looks like crazy on an ordinary day (idlewild  #1);pearl cleage
while i was gone;sue miller
mother of pearl;melinda haynes
breath  eyes  memory;edwidge danticat
the book of ruth;jane hamilton
open house;elizabeth berg
the pilot's wife;anita shreve
tara road;maeve binchy
a lesson before dying;ernest j. gaines
paradise;toni morrison
the treasure hunt: a little bill book;bill cosby/varnette p. honeywood
she's come undone;wally lamb
we were the mulvaneys;joyce carol oates
a map of the world;jane hamilton/frank  muller/c.j. critt
daughter of fortune;isabel allende/margaret sayers peden
the meanest thing to say;bill cosby/varnette p. honeywood/varnette hon eywood
the good earth (house of earth  #1);pearl s. buck
a fine balance;rohinton mistry
the best way to play: a little bill book;bill cosby/varnette p. honeywood/varnette honeywood
white oleander;janet fitch
cry  the beloved country;alan paton
one hundred years of solitude;gabriel garcã­a mã¡rquez/gregory rabassa
song of solomon;toni morrison
one hundred years of solitude;gabriel garcã­a mã¡rquez/gregory rabassa
the bluest eye;toni morrison
the poisonwood bible;barbara kingsolver
vergeef me;wally lamb/inge de heer
the crusader: ronald reagan and the fall of communism;paul kengor
ronald reagan: how an ordinary man became an extraordinary leader;dinesh d'souza
ethan frome and summer;edith wharton/elizabeth strout
collected stories  1891-1910;edith wharton/maureen howard
a backward glance;edith wharton/louis auchincloss
the best short stories of edith wharton;edith wharton
complete works of oscar wilde;oscar wilde/merlin holland
oscar wilde;richard ellmann
an ideal husband;oscar wilde
the picture of dorian gray;oscar wilde/jeffrey eugenides
de profundis and other writings;oscar wilde/hesketh pearson
sense and sensuality: jesus talks to oscar wilde on the pursuit of pleasure (great conversations);ravi zacharias
travels with charley: in search of america;john steinbeck
novels and stories 1932â1937: the pastures of heaven / to a god unknown / tortilla flat / in dubious battle / of mice and men;john steinbeck/elaine steinbeck/robert demott
the pearl;john steinbeck
the life and times of scrooge mcduck;don rosa
the life and times of scrooge mcduck companion;don rosa
the last christmas of ebenezer scrooge;marvin kaye
uncle scrooge #359;don rosa/carl barks/lars jensen/pat mcgreal/carol mcgreal/frank jonker/romano scarpa/mau heymans/josã© massaroli
a christmas story;jean shepherd
my first story of christmas;tim dowley/roger langton
the christmas story;jane werner watson/eloise wilkin
a christmas carol;charles dickens/p.j. lynch
a christmas carol;charles dickens
the annotated christmas carol;charles dickens/michael patrick hearn/john leech
charles dickens' a christmas carol;jane parker resnick/christian birmingham
little dorrit;charles dickens/hablot knight browne/david gates
a christmas carol and other christmas writings;charles dickens/michael slater
the life of our lord: written for his children during the years 1846 to 1849;charles dickens
hard times;charles dickens
the innocent man: murder and injustice in a small town;john grisham
the last juror;john grisham
the testament;john grisham/jorma-veikko sappinen
the rainmaker;john grisham
the partner;john grisham
the street lawyer;john grisham
the summons;john grisham
the brethren;john grisham
the king of torts;john grisham
skipping christmas;john grisham
the firm;robin waterfield/john grisham
the client;john grisham
a painted house;john grisham
the summons / the brethren;john grisham/michael beck/frank  muller
dragonfly in amber (outlander  #2);diana gabaldon
forever amber;kathleen winsor
amber brown is green with envy;paula danziger/tony ross
amber brown is not a crayon;paula danziger/tony ross
amber and ashes (dragonlance: the dark disciple  #1);margaret weis
the waste lands (the dark tower  #3);stephen king/ned dameron
the dragon's eye (dragonology chronicles  #1);dugald a. steer/douglas carrel
the dragon's eye (erec rex  #1);kaza kingsley/melvyn grant
dragon's eye (stonefort  #1);james a. hetley
dragon's eye;christopher stasheff
stand back  said the elephant  "i'm going to sneeze!";patricia thomas/wallace tripp
here i stand: a life of martin luther;roland h. bainton
the stand: das letzte gefecht;stephen king/joachim kã¶rber
'salem's lot;stephen king/jerry n. uelsmann
'salem's lot;stephen king/ron mclarty
'salem's lot;stephen king
carrie / 'salem's lot / the shining;stephen king
'salem's lot;stephen king
'salem's lot;stephen king
'salem's godtest;stephen king
orientalism;edward w. said
orientalismtest;edward w. saidtest
interpreter of maladies;jhumpa lahiri
the faiths of the founding fathers;david l. holmes
girls in pants: the third summer of the sisterhood (sisterhood  #3);ann brashares
forever in blue: the fourth summer of the sisterhood (sisterhood  #4);ann brashares
junie b.  first grader: cheater pants (junie b. jones  #21);barbara park/denise brunkus
nineteen eighty-four;george orwell/thomas pynchon
animal farm / 1984;george orwell/christopher hitchens
1984;george orwell/erich fromm
nineteen eighty-four;george orwell
brave new world / brave new world revisited;aldous huxley/christopher hitchens
brave new world and brave new world revisited;aldous huxley/christopher hitchens
brave new world revisited;aldous huxley
brave new world;aldous huxley
andrew carnegie;david nasaw
the cairo trilogy: palace walk / palace of desire / sugar street (the cairo trilogy #1-3);naguib mahfouz
children of the alley;naguib mahfouz/peter theroux
akhenaten: dweller in truth;naguib mahfouz/tagreid abu-hassabo
adrift on the nile;naguib mahfouz/frances liardet
midaq alley;naguib mahfouz/trevor le gassick
the harafish;naguib mahfouz/catherine cobham/naguib mahfouz
the day the leader was killed;naguib mahfouz/surgana/naguib mahfouz
anne frank beyond the diary: a photographic remembrance;ruud van der rol/rian verhoeven/anna quindlen/anne frank/tony   langham/plym peters
anne frank remembered: the story of the woman who helped to hide the frank family;miep gies/alison leslie gold
the diary of anne frank;frances goodrich/albert hackett/wendy kesselman
anne frank: life in hiding;johanna hurwitz/vera rosenberry
cliffs notes on hansberry's a raisin in the sun;rosetta james
dear john;nicholas sparks
all the king's men;robert penn warren
cliffs notes on warren's all the king's men;l. david allen
all the king's men: three stage versions;robert penn warren/james a. perkins/james a. grimshaw
men's health: book of muscle - the world's most complete guide to building your body;ian king/lou schuler/frederick deluvier
surely you're joking  mr. feynman!: adventures of a curious character;richard p. feynman
